time_tag, A FLUX, B FLUX
2017-09-06 09:53:00, 0.00000589770, 0.00003334000
2017-09-06 09:53:02, 0.00000588870, 0.00003330800
2017-09-06 09:53:04, 0.00000588650, 0.00003330800
2017-09-06 09:53:07, 0.00000588210, 0.00003328800
2017-09-06 09:53:09, 0.00000587540, 0.00003326600
2017-09-06 09:53:11, 0.00000587540, 0.00003327700
2017-09-06 09:53:13, 0.00000587540, 0.00003324500
2017-09-06 09:53:15, 0.00000586870, 0.00003322500
2017-09-06 09:53:17, 0.00000585750, 0.00003322500
2017-09-06 09:53:19, 0.00000585080, 0.00003320400
2017-09-06 09:53:21, 0.00000585080, 0.00003317200
2017-09-06 09:53:23, 0.00000584190, 0.00003316200
2017-09-06 09:53:25, 0.00000583080, 0.00003313000
2017-09-06 09:53:27, 0.00000582860, 0.00003312000
2017-09-06 09:53:29, 0.00000581520, 0.00003308800
2017-09-06 09:53:31, 0.00000581070, 0.00003305700
2017-09-06 09:53:33, 0.00000580630, 0.00003304600
2017-09-06 09:53:35, 0.00000579740, 0.00003301500
2017-09-06 09:53:37, 0.00000578840, 0.00003300400
2017-09-06 09:53:39, 0.00000578400, 0.00003297300
2017-09-06 09:53:41, 0.00000577280, 0.00003294100
2017-09-06 09:53:43, 0.00000577510, 0.00003295200
2017-09-06 09:53:45, 0.00000577280, 0.00003293100
2017-09-06 09:53:47, 0.00000576390, 0.00003292000
2017-09-06 09:53:50, 0.00000575280, 0.00003287800
2017-09-06 09:53:52, 0.00000575280, 0.00003286800
2017-09-06 09:53:54, 0.00000574390, 0.00003283600
2017-09-06 09:53:56, 0.00000573270, 0.00003282600
2017-09-06 09:53:58, 0.00000572830, 0.00003278400
2017-09-06 09:54:00, 0.00000571710, 0.00003277300
2017-09-06 09:54:02, 0.00000571040, 0.00003274200
2017-09-06 09:54:04, 0.00000571040, 0.00003272100
2017-09-06 09:54:06, 0.00000570600, 0.00003272100
2017-09-06 09:54:08, 0.00000570370, 0.00003271000
2017-09-06 09:54:10, 0.00000569930, 0.00003270000
2017-09-06 09:54:12, 0.00000568810, 0.00003267900
2017-09-06 09:54:14, 0.00000568140, 0.00003265800
2017-09-06 09:54:16, 0.00000567480, 0.00003261600
2017-09-06 09:54:18, 0.00000567250, 0.00003260600
2017-09-06 09:54:20, 0.00000565920, 0.00003256300
2017-09-06 09:54:22, 0.00000565020, 0.00003255300
2017-09-06 09:54:24, 0.00000564580, 0.00003253200
2017-09-06 09:54:26, 0.00000565020, 0.00003253200
2017-09-06 09:54:28, 0.00000563910, 0.00003251100
2017-09-06 09:54:31, 0.00000563690, 0.00003250000
2017-09-06 09:54:33, 0.00000563240, 0.00003246900
2017-09-06 09:54:35, 0.00000561460, 0.00003243800
2017-09-06 09:54:37, 0.00000561460, 0.00003240600
2017-09-06 09:54:39, 0.00000559450, 0.00003237500
2017-09-06 09:54:41, 0.00000557890, 0.00003233300
2017-09-06 09:54:43, 0.00000556550, 0.00003230100
2017-09-06 09:54:45, 0.00000556330, 0.00003228000
2017-09-06 09:54:47, 0.00000556110, 0.00003225900
2017-09-06 09:54:49, 0.00000555660, 0.00003225900
2017-09-06 09:54:51, 0.00000554990, 0.00003221700
2017-09-06 09:54:53, 0.00000554330, 0.00003220700
2017-09-06 09:54:55, 0.00000553660, 0.00003217500
2017-09-06 09:54:57, 0.00000552770, 0.00003216500
2017-09-06 09:54:59, 0.00000552100, 0.00003214400
2017-09-06 09:55:01, 0.00000550980, 0.00003211200
2017-09-06 09:55:03, 0.00000550540, 0.00003209100
